web_scraper_order,web_scraper_start_url,detail produk,detail produk-href,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
1777982673-269,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,20%Laptop ADVAN WorkPlus Heritage AMD Ryzen 5 7535HS RAM 16GB 512GB SSD Work PlusRp8.615.000Rp10.799.000Hemat s.d  1% Pakai Bonus5.0500+ terjualDistri LaptopJakarta Pusat,https://www.tokopedia.com/distri-laptop/laptop-advan-workplus-heritage-amd-ryzen-5-7535hs-ram-16gb-512gb-ssd-work-plus-1730468277258716685?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,Laptop ADVAN WorkPlus Heritage AMD Ryzen 5 7535HS RAM 16GB 512GB SSD Work Plus - Non Bundle,Rp8.615.000,5.0,Terjual 500+,Kota Administrasi Jakarta Pusat,Distri Laptop
1777982678-270,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,ADVAN SOULMATE X2 AMD 3020 8GB 128GB 14.0 IPS W11Rp7.999.000Hemat s.d  1% Pakai Bonus5.0250+ terjualCollins OfficialJakarta Pusat,https://www.tokopedia.com/collinsofficial/advan-soulmate-x2-amd-3020-8gb-128gb-14-0-ips-w11-1733351859783959751?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch%26whid%3D6541860,ADVAN SOULMATE X2 AMD 3020 8GB 128GB 14.0 IPS W11 - LAPTOP 8GB,Rp7.999.000,5.0,Terjual 250+,Kota Administrasi Jakarta Pusat,Collins Official
1777982683-271,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,Laptop Advan Workmate Work Mate Ryzen 5 3500U RAM 8GB  SSD 256GB 14 inch  Windows 11 Cocok untuk Kerja Kantoran Administrasi Kuliah Desain RinganRp6.139.000Hemat s.d  1% Pakai Bonus5.011 terjualCalosastoreMalang,https://www.tokopedia.com/calosastore/laptop-advan-workmate-work-mate-ryzen-5-3500u-ram-8gb-ssd-256gb-14-windows-11-1733920635310868100?extParam=ivf%3Dtrue%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch%26whid%3D20952162,"Laptop Advan Workmate Work Mate Ryzen 5 3500U RAM 8GB  SSD 256GB 14 inch  Windows 11 Cocok untuk Kerja Kantoran Administrasi Kuliah Desain Ringan - Grey, laptop only",Rp6.139.000,5.0,Terjual 11,Kota Malang,Calosastore
1777982689-272,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,Laptop Advan Workmate AMD Ryzen 5 3500U / Intel core i3-1215U ram 8GB ssd 256GB 14 FHD+ IPS Windows 11Rp6.019.000Hemat s.d  1% Pakai Bonus5.04 terjualSuper Laris ITMakassar,https://www.tokopedia.com/super-laris-it/advan-workmate-laptop-intel-core-i3-1215u-amd-r5-ryzen-5-3500u-ram-8gb-ssd-256gb-14-fhd-ips-windows-11-free-mouse-mousepad-1733682564198008708?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"Laptop Advan Workmate AMD Ryzen 5 3500U / Intel core i3-1215U ram 8GB ssd 256GB 14 FHD+ IPS Windows 11 - Grey, AMD R5 Ryzen 5 3500U",Rp6.019.000,5.0,Terjual 4,Kota Makassar,Super Laris IT
1777982694-273,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"40%LAPTOP ADVAN TBOOK CORE N100 8GB 128GB WINDOWS 11 14.0""Rp4.199.000Rp6.999.000Hemat s.d  1% Pakai BonusROGS STOREJakarta Utara",https://www.tokopedia.com/rogsstoreid/laptop-advan-tbook-core-n100-8gb-128gb-windows-11-14-0-1730816758291727692?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"LAPTOP ADVAN TBOOK CORE N100 8GB 128GB WINDOWS 11 14.0"" - NON BUNDLING, 4GB",Rp4.199.000,,,Kota Administrasi Jakarta Utara,ROGS STORE
1777982699-274,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"ADVAN Workmate AMD Ryzen 5 3500U 8GB/256GB 14"" Inch FHD+ 16:10 IPS WiFi 5 Upgradable Free WIndows 11 Garansi Resmi 1 TahunRp5.200.000Advan Store Goal MobileBandung",https://www.tokopedia.com/advan-store-goal-mobile/advan-workmate-amd-ryzen-5-3500u-8gb-256gb-14-inch-fhd-16-10-ips-wifi-5-upgradable-free-windows-11-garansi-resmi-1-tahun-1734333173870855392?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"ADVAN Workmate AMD Ryzen 5 3500U 8GB/256GB 14"" Inch FHD+ 16:10 IPS WiFi 5 Upgradable Free WIndows 11 Garansi Resmi 1 Tahun - blue",Rp5.200.000,,,Kota Bandung,Advan Store Goal Mobile
1777982704-275,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"Laptop Advan Workmate Ryzen 5 3500U 8GB RAM 256GB SSD 14"" FHD+ IPS Windows 11Rp5.699.000Rp5.999.000Hemat s.d  1% Pakai Bonus5.030+ terjualOnestop GamingJakarta Pusat",https://www.tokopedia.com/onestopgaming/laptop-advan-workmate-ryzen-5-3500u-8gb-ram-256gb-ssd-14-fhd-ips-windows-11-1733967127001400578?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"Laptop Advan Workmate Ryzen 5 3500U 8GB RAM 256GB SSD 14"" FHD+ IPS Windows 11 - Blue, Non Bundle",Rp5.699.000,5.0,Terjual 30+,Kota Administrasi Jakarta Pusat,Onestop Gaming
1777982709-276,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,ADVAN Laptop WorkMate | AMD Ryzen 5 3500U14 Inch FHD+ 16:10 IPS | 8GB/256GB Upgradable | WIFI 5Rp5.799.000Hemat s.d  1% Pakai Bonus5.013 terjualSatria Baja Hitam storeJakarta Pusat,https://www.tokopedia.com/satria-baja-hitam-store/advan-laptop-workmate-amd-ryzen-5-3500u14-inch-fhd-16-10-ips-8gb-256gb-upgradable-wifi-5-1733799887141176959?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,ADVAN Laptop WorkMate | AMD Ryzen 5 3500U14 Inch FHD+ 16:10 IPS | 8GB/256GB Upgradable | WIFI 5 - GRAY,Rp5.799.000,5.0,Terjual 13,Kota Administrasi Jakarta Pusat,Satria Baja Hitam store
1777982714-277,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"ADVAN SOULMATE X AMD Athlon 3020e 8GB 128GB INTEGRATED 14"" FHD IPS W11 [104126]Rp4.049.000Rp4.249.000Hemat s.d  1% Pakai Bonus5 terjualInfonet Mangga DuaJakarta Pusat",https://www.tokopedia.com/infonetmanggadua/advan-soulmate-x-amd-athlon-3020e-8gb-128gb-integrated-14-fhd-ips-w11-104126-1733132756647904792?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"ADVAN SOULMATE X AMD Athlon 3020e 8GB 128GB INTEGRATED 14"" FHD IPS W11 [104126]",Rp4.049.000,,5 barang berhasil terjual,Kota Administrasi Jakarta Pusat,Infonet Mangga Dua
1777982719-278,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"34%ADVAN Workplus AI Ryzen 7 255 8GB/512GB 14"" inch FHD+ 16:10 IPS Dual Cooling System Laptop Notebook Free Windows 11 Garansi Resmi 2 TahunRp10.599.000Rp15.999.000Hemat s.d  1% Pakai Bonus6 terjualADVAN INDONESIAKab. Tangerang",https://www.tokopedia.com/advanstore/advan-workplus-ai-ryzen-7-255-8gb-512gb-14-inch-fhd-16-10-ips-dual-cooling-system-laptop-notebook-free-windows-11-garansi-resmi-2-tahun-1734453368957732711?extParam=ivf%3Dtrue%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch%26whid%3D21392088,"ADVAN Workplus AI Ryzen 7 255 8GB/512GB 14"" inch FHD+ 16:10 IPS Dual Cooling System Laptop Notebook Free Windows 11 Garansi Resmi 2 Tahun",Rp10.599.000,,6 barang berhasil terjual,Kab. Tangerang,ADVAN INDONESIA
1777982724-279,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"ADVAN Workmate AMD Ryzen 5 3500U 16GB 1TB 14"" Inch FHD+ 16:10 IPS WiFi 5 Garansi ResmiRp5.719.000Rp5.729.000Hemat s.d  1% Pakai Bonus5.0100+ terjualTen ComJakarta Selatan",https://www.tokopedia.com/ten-com/advan-workmate-amd-ryzen-5-3500u-16gb-1tb-14-inch-fhd-16-10-ips-wifi-5-garansi-resmi-1733962514164385031?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"ADVAN Workmate AMD Ryzen 5 3500U 16GB 1TB 14"" Inch FHD+ 16:10 IPS WiFi 5 Garansi Resmi - Grey, 8GB | 256GB",Rp5.719.000,5.0,Terjual 100+,Kota Administrasi Jakarta Selatan,Ten Com
1777982729-280,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,ADVAN Tbook Intel N100 8Gb 128Gb Win 11 Office 14 Inch HDRp4.599.000Hemat s.d  1% Pakai Bonus5.05 terjualAGRES ID Jakarta TimurJakarta Timur,https://www.tokopedia.com/agresidjaktim/advan-tbook-intel-n100-8gb-128gb-win-11-office-14-inch-hd-1730830106412877607?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"ADVAN Tbook Intel N100 8Gb 128Gb Win 11 Office 14 Inch HD - RAM 8GB/128GB, Non-Antigores",Rp4.599.000,5.0,Terjual 5,Kota Administrasi Jakarta Timur,AGRES ID Jakarta Timur
1777982734-281,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,ADVAN Soulmate X AMD 3020e RAM16GB SSD512GB 14 FHD IPS Windows 11Rp3.649.000Hemat s.d  1% Pakai Bonus5.070+ terjualSKYTECH STORE IDJakarta Pusat,https://www.tokopedia.com/skytechstoreid/advan-soulmate-x-amd-3020e-ram16gb-ssd512gb-14-fhd-ips-windows-11-1731541737376417582?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"ADVAN Soulmate X AMD 3020e RAM16GB SSD512GB 14 FHD IPS Windows 11 - 128GB, 4GB",Rp3.649.000,5.0,Terjual 70+,Kota Administrasi Jakarta Pusat,SKYTECH STORE ID
1777982739-282,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"23%Laptop ADVAN Workmate AMD Ryzen 5 3500U 8GB/256GB 14"" Inch FHD+ 16:10 IPS WiFi 5 Upgradable Free WIndows 11 Garansi Resmi 12 Bulan Support GamingRp5.799.000Rp7.500.000Hemat s.d  1% Pakai Bonus5.070+ terjualhexxacomKab. Kediri",https://www.tokopedia.com/hexxacom/laptop-advan-workmate-amd-ryzen-5-3500u-8gb-256gb-14-inch-fhd-16-10-ips-wifi-5-upgradable-free-windows-11-garansi-resmi-12-bulan-support-gaming-1731077875177391697?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"Laptop ADVAN Workmate AMD Ryzen 5 3500U 8GB/256GB 14"" Inch FHD+ 16:10 IPS WiFi 5 Upgradable Free WIndows 11 Garansi Resmi 12 Bulan Support Gaming - ssd 256, promo 8gb",Rp5.799.000,5.0,Terjual 70+,Kab. Kediri,hexxacom
1777982744-283,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,25%ADVAN TBOOK N100 / SOULMATE N4020 8GB 512GB 256GB 128GB W11+OFFICE 14.0Rp4.199.000Rp5.599.000Hemat s.d  1% Pakai Bonus5.060+ terjualProStoreComputerJakarta Utara,https://www.tokopedia.com/prostorecomputer/advan-tbook-n100-soulmate-n4020-8gb-512gb-256gb-128gb-w11-office-14-0-1730909195192010651?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch%26whid%3D1366602,"ADVAN TBOOK N100 / SOULMATE N4020 8GB 512GB 256GB 128GB W11+OFFICE 14.0 - TBOOK - 4/128, LAPTOP",Rp4.199.000,5.0,Terjual 60+,Kota Administrasi Jakarta Utara,ProStoreComputer
1777982749-284,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"ADVAN TBOOK N100 4/8GB 128GB W11 14"" GARANSI RESMI 1YRp8.999.000Hemat s.d  1% Pakai BonusAgres ID MalangMalang",https://www.tokopedia.com/agres-id-malang/advan-tbook-n100-4-8gb-128gb-w11-14-garansi-resmi-1y-1734315958604170861-1735011207300941421?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"ADVAN TBOOK N100 4/8GB 128GB W11 14"" GARANSI RESMI 1Y - CAMPAIGN, 4/128GB",Rp8.999.000,,,Kota Malang,Agres ID Malang
1777982754-285,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"ADVAN WORKMATE I3 1215U 8GB 256GB SSD 14"" FHD WINDOWS 11Rp5.979.000Rp5.999.000Hemat s.d  1% Pakai Bonus5.016 terjualINFONET Mall AmbasadorJakarta Selatan",https://www.tokopedia.com/infonetmallambasador/advan-workmate-i3-1215u-8gb-256gb-ssd-14-fhd-windows-11-1733822778705413271?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"ADVAN WORKMATE I3 1215U 8GB 256GB SSD 14"" FHD WINDOWS 11 - GREY",Rp5.979.000,5.0,Terjual 16,Kota Administrasi Jakarta Selatan,INFONET Mall Ambasador
1777982759-286,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,Laptop Advan 1405 N100 4/128Rp3.200.000Hemat s.d  1% Pakai BonusCENTRAL IT BATAMBatam,https://www.tokopedia.com/central-it-batam/laptop-advan-1405-n100-4-128-1732280173631932212?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,Laptop Advan 1405 N100 4/128,Rp3.200.000,,,Kota Batam,CENTRAL IT BATAM
1777982764-287,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,ADVAN Soulmate X AMD 3020e RAM16GB SSS512GB 14'' Fhd Ips Windows 11Rp3.649.000Hemat s.d  1% Pakai Bonus5.030+ terjualSKYTECH STORE IDJakarta Pusat,https://www.tokopedia.com/skytechstoreid/advan-soulmate-x-amd-3020e-ram16gb-ssd1tb-14-fhd-ips-windows-11-1732639303407666990?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"ADVAN Soulmate X AMD 3020e RAM16GB SSS512GB 14'' Fhd Ips Windows 11 - SSD128GB, RAM4GB",Rp3.649.000,5.0,Terjual 30+,Kota Administrasi Jakarta Pusat,SKYTECH STORE ID
1777982769-288,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"ADVAN Workpro Intel Core i5-1035G7 8/256 SSD 14"" FHD Windows 11Rp4.770.800Hemat s.d  1% Pakai BonusCitraComputerMedan",https://www.tokopedia.com/citra-komputers/advan-workpro-intel-core-i5-1035g7-8-256-ssd-14-fhd-windows-11-1730911130403440419?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"ADVAN Workpro Intel Core i5-1035G7 8/256 SSD 14"" FHD Windows 11",Rp4.770.800,,,Kota Medan,CitraComputer
1777982774-289,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"ADVAN WORKMATE 1405 L25C-R53S1 - R5 3500U 8GB 256GB W11 14"" WUXGA IPS 1YearRp6.299.000Hemat s.d  1% Pakai Bonus4.970+ terjualDIGITALZONE POINSJakarta Selatan",https://www.tokopedia.com/digitalzonepoins/advan-workmate-1405-l25c-r53s1-r5-3500u-8gb-256gb-w11-14-wuxga-ips-1year-1733218987166369386?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"ADVAN WORKMATE 1405 L25C-R53S1 - R5 3500U 8GB 256GB W11 14"" WUXGA IPS 1Year - 8GB / 256GB, NO",Rp6.299.000,4.9,Terjual 70+,Kota Administrasi Jakarta Selatan,DIGITALZONE POINS
1777982779-290,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"Advan Laptop Workmate Ryzen 5 3500U 8GB 256GB SSD 14.0"" WUXGA IPS Windows 11 HomeRp5.679.000Rp5.729.000Hemat s.d  1% Pakai BonusLEGEND.ELTRO.IDTangerang Selatan",https://www.tokopedia.com/legendeltro-id/advan-laptop-workmate-ryzen-5-3500u-8gb-256gb-ssd-14-0-wuxga-ips-windows-11-home-1732450793465414705?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"Advan Laptop Workmate Ryzen 5 3500U 8GB 256GB SSD 14.0"" WUXGA IPS Windows 11 Home - NORMAL",Rp5.679.000,,1 barang berhasil terjual,Kota Tangerang Selatan,LEGEND.ELTRO.ID
1777982785-291,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"ADVAN Workmate Amd Ryzen 5 3500u RAM16GB SSD1TB 14""FHD+ Windows 11Rp5.449.000Hemat s.d  1% Pakai Bonus5.080+ terjualSKYTECH STORE IDJakarta Pusat",https://www.tokopedia.com/skytechstoreid/advan-workmate-amd-ryzen-5-3500u-ram16gb-ssd1tb-14-fhd-windows-11-1731541736135231278?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"ADVAN Workmate Amd Ryzen 5 3500u RAM16GB SSD1TB 14""FHD+ Windows 11 - 256GB, 4GB",Rp5.449.000,5.0,Terjual 80+,Kota Administrasi Jakarta Pusat,SKYTECH STORE ID
1777982790-292,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,ADVAN SOULMATE X 4GB 1407 L25D-DALI1 - AMD 3020e 4GB 128GB W11 14FHD IPS USB C CHARGER 1YRp3.949.000Hemat s.d  1% Pakai Bonus5.021 terjualDIGITALZONE POINSJakarta Selatan,https://www.tokopedia.com/digitalzonepoins/new-advan-soulmate-x-14-ips-fhd-amd-3020e-4-128gb-free-windows-11-original-1732542348464326250-1735358090102736490?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,ADVAN SOULMATE X 4GB 1407 L25D-DALI1 - AMD 3020e 4GB 128GB W11 14FHD IPS USB C CHARGER 1Y - 4/128GB,Rp3.949.000,5.0,Terjual 21,Kota Administrasi Jakarta Selatan,DIGITALZONE POINS
1777982795-293,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"ADVAN Workmate AMD Ryzen 5 3500U 8GB/256GB 14"" FHD+ 16:10 IPS WiFi 5 Upgradable Windows 11 Garansi Resmi 1 Tahun Laptop TerbaruRp5.149.000Hemat s.d  1% Pakai BonusMETEOR PC BOGORBekasi",https://www.tokopedia.com/meteor-pc-bogor/advan-workmate-amd-ryzen-5-3500u-8gb-256gb-14-fhd-16-10-ips-wifi-5-upgradable-windows-11-garansi-resmi-1-tahun-laptop-terbaru-1734498747431225173?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"ADVAN Workmate AMD Ryzen 5 3500U 8GB/256GB 14"" FHD+ 16:10 IPS WiFi 5 Upgradable Windows 11 Garansi Resmi 1 Tahun Laptop Terbaru",Rp5.149.000,,,Kota Bekasi,METEOR PC BOGOR
1777982800-294,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,43%Laptop ADVAN WORKMATE AMD Ryzen 5 3500 RAM 16GB SSD 512GB 14” WUXGA IPS Windows 11 + Office - LAPTOP ULTRABOOK NOTEBOOKRp5.704.000Rp9.999.000Hemat s.d  1% Pakai Bonus5.0500+ terjualroyalltechJakarta Utara,https://www.tokopedia.com/royalltech/laptop-advan-workmate-amd-ryzen-5-3500-ram-16gb-ssd-512gb-14-wuxga-ips-windows-11-office-laptop-ultrabook-notebook-1734213653904000503?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"Laptop ADVAN WORKMATE AMD Ryzen 5 3500 RAM 16GB SSD 512GB 14” WUXGA IPS Windows 11 + Office - LAPTOP ULTRABOOK NOTEBOOK - LAPTOP, RAM 8GB/256GB",Rp5.704.000,5.0,Terjual 500+,Kota Administrasi Jakarta Utara,royalltech
1777982805-295,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,"18%Laptop Advan Workmate Ryzen 5 3500U RAM 8GB 256GB SSD 14"" FHD+ IPS Windows 11 Resmi Blue Grey Rose GoldRp5.728.500Rp6.999.000Hemat s.d  1% Pakai Bonus5.025 terjualGAME NESTJakarta Pusat",https://www.tokopedia.com/game-nest/laptop-advan-workmate-ryzen-5-3500u-ram-8gb-256gb-ssd-14-fhd-ips-windows-11-resmi-blue-grey-rose-gold-1734402174009246732?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"Laptop Advan Workmate Ryzen 5 3500U RAM 8GB 256GB SSD 14"" FHD+ IPS Windows 11 Resmi Blue Grey Rose Gold - Grey 8GB, Standard Pack",Rp5.728.500,5.0,Terjual 25,Kota Administrasi Jakarta Pusat,GAME NEST
1777982810-296,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,50%[EXCLUSIVE INUL DARATISTA] ADVAN 360 Go 4GB/256GB 14” AMD Ryzen 3 3200U FHD IPS Touchscreen Laptop 2-in-1 Notebook Flip Free Windows 11 OriginalRp4.999.000Rp9.999.000Hemat s.d  1% Pakai Bonus3 terjualADVAN NOTEBOOKKab. Tangerang,https://www.tokopedia.com/advanofficialitstore/advan-360-go-4gb-256gb-14-amd-ryzen-3-3200u-fhd-ips-touchscreen-laptop-2-in-1-notebook-flip-free-windows-11-original-1734927460676503350-1734927431824869174?extParam=ivf%3Dtrue%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch%26whid%3D21392602,[EXCLUSIVE INUL DARATISTA] ADVAN 360 Go 4GB/256GB 14” AMD Ryzen 3 3200U FHD IPS Touchscreen Laptop 2-in-1 Notebook Flip Free Windows 11 Original - Laptop 360 Go,Rp4.999.000,,3 barang berhasil terjual,Kab. Tangerang,ADVAN NOTEBOOK
1777982815-297,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,Advan Workmate AMD Ryzen 5 3500U 8GB 256GB 14 Inch WUXGA IPSRp6.058.800Hemat s.d  1% Pakai Bonus5.015 terjualGamer ID BandungBandung,https://www.tokopedia.com/gameridbandung/advan-workmate-amd-ryzen-5-3500u-8gb-256gb-14-inch-wuxga-ips-1733327790258160899?extParam=ivf%3Dfalse%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch,"Advan Workmate AMD Ryzen 5 3500U 8GB 256GB 14 Inch WUXGA IPS - GREY, NO PAKET, NO UPGRADE",Rp6.058.800,5.0,Terjual 15,Kota Bandung,Gamer ID Bandung
1777982820-298,https://www.tokopedia.com/search?condition=1&navsource=&sc=3844&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20advan,11%(Free Stylus Pen + Keyboard Magnetic) ADVAN Laptop 2 in 1 Evo-X 16 Intel Core i3-1215U 12GB/512GB 2.5K IPS 100% SRGB Free Windows 11Rp7.999.000Rp8.999.000Hemat s.d  1% Pakai Bonus4.8100+ terjualADVAN INDONESIAKab. Tangerang,https://www.tokopedia.com/advanstore/free-stylus-pen-keyboard-magnetic-advan-laptop-2-in-1-evo-x-16-intel-core-i3-1215u-12gb-512gb-2-5k-ips-100-srgb-free-windows-11-1730849655432185703?extParam=ivf%3Dtrue%26keyword%3Dlaptop+advan%26search_id%3D202605051156146FAA8040DA20EF228BFK%26src%3Dsearch%26whid%3D21392088,(Free Stylus Pen + Keyboard Magnetic) ADVAN Laptop 2 in 1 Evo-X 16 Intel Core i3-1215U 12GB/512GB 2.5K IPS 100% SRGB Free Windows 11,Rp7.999.000,4.8,Terjual 100+,Kab. Tangerang,ADVAN INDONESIA
