web_scraper_order,web_scraper_start_url,detail produk,detail produk-href,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
"1777274804-1233","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Poco m3 6/128 Second mulus fullsetRp950.0003 terjualEndang. AntixsKab. Magetan","https://www.tokopedia.com/endang-antixs/poco-m3-6-128-second-mulus-fullset-1734287308438079365?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Poco m3 6/128 Second mulus fullset","Rp950.000","","3 barang berhasil terjual","Kab. Magetan","Endang. Antixs"
"1777274810-1234","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","poco m4 pro 6/128gb lngkapRp1.100.000Bisa COD5.01 terjualKhaykenshopJakarta Timur","https://www.tokopedia.com/hpaccs/poco-m4-pro-6-128gb-lngkap?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","poco m4 pro 6/128gb lngkap","Rp1.100.000","5","Terjual 1","Kota Administrasi Jakarta Timur","Khaykenshop"
"1777274816-1235","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","POCO M3 PRO 5G 6/128 SECOND FULL ORI MULUSSRp1.450.000Hemat s.d  1% Pakai Bonus5.012 terjualA STORE GADGET_NEWKab. Bogor","https://www.tokopedia.com/alaix/poco-m3-pro-5g-6-128-second-full-ori-muluss-4-64?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","POCO M3 PRO 5G 6/128 SECOND FULL ORI MULUSS - 4/64","Rp1.450.000","5","Terjual 12","Kab. Bogor","A STORE GADGET_NEW"
"1777274823-1236","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Poco F3 6/128 SecondRp2.700.000Hemat s.d  1% Pakai Bonus5.030+ terjualXyperrShopOfficialKab. Bekasi","https://www.tokopedia.com/xyperrshop/poco-f3-6-128-second?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Poco F3 6/128 Second","Rp2.700.000","5","Terjual 30+","Kab. Bekasi","XyperrShopOfficial"
"1777274829-1237","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Xiaomi Poco M3 4/64GB BlackRp1.550.000Bisa COD5.01 terjuallancargadgetJakarta Barat","https://www.tokopedia.com/okestarcell/xiaomi-poco-m3-4-64gb-black-power-black?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Xiaomi Poco M3 4/64GB Black - power Black","Rp1.550.000","5","Terjual 1","Kota Administrasi Jakarta Barat","lancargadget"
"1777274835-1238","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Poco f6 ram 8/256 second resmi fullset original termurahRp3.799.0005.08 terjualZr phoneBekasi","https://www.tokopedia.com/zr-phone/poco-f6-ram-8-256-second-resmi-fullset-original-termurah?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Poco f6 ram 8/256 second resmi fullset original termurah","Rp3.799.000","5","Terjual 8","Kota Bekasi","Zr phone"
"1777274840-1239","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Xiaomi Poco C75 8/256 GB Ex Garansi Resmi Indonesia Second Bekas OriginalRp1.575.0003 terjualGarasi Gadget IDNJakarta Utara","https://www.tokopedia.com/garasigadgetidn/xiaomi-poco-c75-8-256-gb-ex-garansi-resmi-indonesia-second-bekas-original-1731826334769317835?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Xiaomi Poco C75 8/256 GB Ex Garansi Resmi Indonesia Second Bekas Original - Unit Only","Rp1.575.000","","3 barang berhasil terjual","Kota Administrasi Jakarta Utara","Garasi Gadget IDN"
"1777274845-1240","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","POCO X6 5G 12/256 OPEN BOXRp2.899.0001 terjualRAFKA PHONEKab. Kebumen","https://www.tokopedia.com/raffkacell/poco-x6-5g-12-256-open-box-1731310868641711603?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","POCO X6 5G 12/256 OPEN BOX","Rp2.899.000","","1 barang berhasil terjual","Kab. Kebumen","RAFKA PHONE"
"1777274851-1241","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","xiaomi poco f3 ram 8/256 gbRp3.250.0001 terjualRoxy KingJakarta Barat","https://www.tokopedia.com/roxy-king/xiaomi-poco-f3-ram-8-256-gb?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","xiaomi poco f3 ram 8/256 gb","Rp3.250.000","","1 barang berhasil terjual","Kota Administrasi Jakarta Barat","Roxy King"
"1777274857-1242","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","POCO F7  - Smartphone Android dengan Kamera Berkualitas TinggiRp5.999.000Hemat s.d  1% Pakai Bonus5.01 terjualRonggolaweCellKab. Lumajang","https://www.tokopedia.com/ronggolawecell/poco-f7-smartphone-android-dengan-kamera-berkualitas-tinggi-1734525807634252883?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","POCO F7  - Smartphone Android dengan Kamera Berkualitas Tinggi","Rp5.999.000","5","Terjual 1","Kab. Lumajang","RonggolaweCell"
"1777274863-1243","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Poco c75 second fullset mulussRp1.400.0001 terjualGadget TilasJakarta Barat","https://www.tokopedia.com/cimancell/poco-c75-second-fullset-muluss-1731968343590340119?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Poco c75 second fullset muluss - RAM 8/256","Rp1.400.000","","1 barang berhasil terjual","Kota Administrasi Jakarta Barat","Gadget Tilas"
"1777274868-1244","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","hp Poco x7 pro 12 / 256GBRp5.100.0001 terjualBuzzflyBandar Lampung","https://www.tokopedia.com/buzzfly/hp-poco-x7-pro-12-256gb-1734699652802053170?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","hp Poco x7 pro 12 / 256GB","Rp5.100.000","","1 barang berhasil terjual","Kota Bandar Lampung","Buzzfly"
"1777274873-1245","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","poco c75 ram 8/256  sekenRp1.690.000Hemat s.d  1% Pakai Bonusantimode_NEWSemarang","https://www.tokopedia.com/antimode-1/poco-c75-ram-6-128-seken-1734545632750372308?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","poco c75 ram 8/256  seken","Rp1.690.000","","","Kota Semarang","antimode_NEW"
"1777274879-1246","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Poco F6 Ram 12/512 Fullset like new HandphoneRp4.100.9995.012 terjualXitechofficialTangerang","https://www.tokopedia.com/archive-a-z234-164613885/poco-f6-ram-12-512-fullset-like-new-handphone-1731782835049170403?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Poco F6 Ram 12/512 Fullset like new Handphone","Rp4.100.999","5","Terjual 12","Kota Tangerang","Xitechofficial"
"1777274884-1247","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","XIAOMI POCO M5 G99 FHD+ NFC Android 14 HyperOS RAM 4 64GBRp1.450.000PlantFish20Kab. Bantul","https://www.tokopedia.com/plantfish20/xiaomi-poco-m5-g99-fhd-nfc-android-14-hyperos-ram-4-64gb-1732044992322110871?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","XIAOMI POCO M5 G99 FHD+ NFC Android 14 HyperOS RAM 4 64GB","Rp1.450.000","","","Kab. Bantul","PlantFish20"
"1777274891-1248","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","XIAOMI POCO X3 PRO SECOND FULLSETRp1.400.0004.8100+ terjualsupersupercellJakarta Timur","https://www.tokopedia.com/supersupercell/xiaomi-poco-x3-pro-second-fullset-lcd-shadow6-128-53cfc?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","XIAOMI POCO X3 PRO SECOND FULLSET - LCD SHADOW6/128","Rp1.400.000","4.8","Terjual 100+","Kota Administrasi Jakarta Timur","supersupercell"
"1777274897-1249","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","XIAOMI POCO C75 6/128GB SECONDRp1.299.000Bisa CODlancargadgetJakarta Barat","https://www.tokopedia.com/okestarcell/xiaomi-poco-c75-6-128gb-second-1731386269507028266?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","XIAOMI POCO C75 6/128GB SECOND","Rp1.299.000","","","Kota Administrasi Jakarta Barat","lancargadget"
"1777274903-1250","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","xiaomi poco x3 pro ram 6/128 gb (second)Rp1.500.000Bisa COD5.01 terjualyanteknoKab. Sumenep","https://www.tokopedia.com/yantekno/xiaomi-poco-x3-pro-ram-6-128-gb-second?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","xiaomi poco x3 pro ram 6/128 gb (second)","Rp1.500.000","5","Terjual 1","Kab. Sumenep","yantekno"
"1777274909-1251","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Poco x3 pro 12/256  batanganRp1.450.0001 terjualrafly accesoriesBandung","https://www.tokopedia.com/rafly-accesories/poco-x3-pro-12-256-batangan-1732349080259299260?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Poco x3 pro 12/256  batangan","Rp1.450.000","","1 barang berhasil terjual","Kota Bandung","rafly accesories"
"1777274914-1252","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","POCO F7 12/512 SECOND SUPER MULUS PEMAKAIAN SINGKATRp5.850.000Hemat s.d  1% Pakai Bonus2 terjualEL PHONE STORE SIDOARJOKab. Sidoarjo","https://www.tokopedia.com/el-phone-store-sidoarjo/poco-f7-12-512-second-super-mulus-pemakaian-singkat-1731857649439179807?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","POCO F7 12/512 SECOND SUPER MULUS PEMAKAIAN SINGKAT","Rp5.850.000","","2 barang berhasil terjual","Kab. Sidoarjo","EL PHONE STORE SIDOARJO"
"1777274919-1253","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","POCO X6 5G RAM 12/256 MULUS.Rp3.099.999Hemat s.d  1% Pakai Bonus5.01 terjualarphonebekasiBekasi","https://www.tokopedia.com/arphonebekasi/poco-x6-5g-ram-12-256-mulus?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","POCO X6 5G RAM 12/256 MULUS.","Rp3.099.999","5","Terjual 1","Kota Bekasi","arphonebekasi"
"1777274925-1254","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Poco X7 5G 8/256 Batangan Second/BekasRp2.650.0001 terjualMA Studio CorpKab. Indramayu","https://www.tokopedia.com/ma-studio-corp/poco-x7-5g-8-256-batangan-second-bekas-1732833641009022228?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Poco X7 5G 8/256 Batangan Second/Bekas","Rp2.650.000","","1 barang berhasil terjual","Kab. Indramayu","MA Studio Corp"
"1777274930-1255","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Xiaomi Poco M3 4/64 GB Ex Resmi TAM Indonesia Second Original ResmiRp975.00010 terjualGarasi Gadget IDNJakarta Utara","https://www.tokopedia.com/garasigadgetidn/xiaomi-poco-m3-4-64-gb-ex-resmi-tam-indonesia-second-original-resmi-fullset-6f373?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Xiaomi Poco M3 4/64 GB Ex Resmi TAM Indonesia Second Original Resmi - Fullset","Rp975.000","","10 barang berhasil terjual","Kota Administrasi Jakarta Utara","Garasi Gadget IDN"
"1777274935-1256","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","POCO X6 5G 12/256GB WhiteRp3.350.0005.01 terjualToko EL SerbaJakarta Selatan","https://www.tokopedia.com/elserba/poco-x6-5g-12-256gb-white?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","POCO X6 5G 12/256GB White","Rp3.350.000","5","Terjual 1","Kota Administrasi Jakarta Selatan","Toko EL Serba"
"1777274940-1257","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","poco f7 12/512 second garansi resmi IndonesiaRp5.399.0005.040+ terjuallutfcellTangerang","https://www.tokopedia.com/lutfcell/poco-f7-12-512-second-garansi-resmi-indonesia-1732805167028209641?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","poco f7 12/512 second garansi resmi Indonesia","Rp5.399.000","5","Terjual 40+","Kota Tangerang","lutfcell"
"1777274946-1258","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","POCO X7 PRO 5G 12/512 SECOND FULLSET ORIRp4.649.000Hemat s.d  1% Pakai Bonus5.01 terjualA STORE GADGET_NEWKab. Bogor","https://www.tokopedia.com/alaix/poco-x7-pro-5g-12-512-second-fullset-ori-1732273265475814834?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","POCO X7 PRO 5G 12/512 SECOND FULLSET ORI","Rp4.649.000","5","Terjual 1","Kab. Bogor","A STORE GADGET_NEW"
"1777274951-1259","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","XIAOMI POCO F4 5G SECOND FULLSET & BATANGRp2.500.0005.017 terjualpusat cellJakarta Timur","https://www.tokopedia.com/pusat-cell/xiaomi-poco-f4-5g-second-fullset-batang-8-256-f4137?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","XIAOMI POCO F4 5G SECOND FULLSET & BATANG - 8/256","Rp2.500.000","5","Terjual 17","Kota Administrasi Jakarta Timur","pusat cell"
"1777274956-1260","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","(sold)Xiaomi Poco X5 Pro 5G Ram 8/256GB BlackRp2.250.000Hemat s.d  1% Pakai Bonus1 terjualNabe StockKab. Malang","https://www.tokopedia.com/nabestock/sold-xiaomi-poco-x5-pro-5g-ram-8-256gb-black-1731503630703428639?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","(sold)Xiaomi Poco X5 Pro 5G Ram 8/256GB Black","Rp2.250.000","","1 barang berhasil terjual","Kab. Malang","Nabe Stock"
"1777274961-1261","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Poco M3 Pro 5G 4 /  64GB Second Unit Only Cek DeskripsiRp800.000RajahandphoneBekasi","https://www.tokopedia.com/rajahandphone/poco-m3-pro-5g-4-64gb-second-unit-only-cek-deskripsi-1734606124905367184?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Poco M3 Pro 5G 4 /  64GB Second Unit Only Cek Deskripsi","Rp800.000","","","Kota Bekasi","Rajahandphone"
"1777274967-1262","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Xiaomi Poco X7 (second) 8/256 GBRp3.110.0001 terjualKaivanArkaKab. Bekasi","https://www.tokopedia.com/kaivanarka/xiaomi-poco-x7-second-8-256-gb-1731835687900316741?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Xiaomi Poco X7 (second) 8/256 GB","Rp3.110.000","","1 barang berhasil terjual","Kab. Bekasi","KaivanArka"
"1777274972-1263","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Poco X7 pro 12 512 Gb originalRp4.400.0003 terjualJawwalstoreSemarang","https://www.tokopedia.com/jawwalstore/poco-x7-pro-12-512-gb-original-1732898899827132215?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Poco X7 pro 12 512 Gb original","Rp4.400.000","","3 barang berhasil terjual","Kota Semarang","Jawwalstore"
"1777274977-1264","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","TERMURAH Poco X5 5G Ram 6/128 Gb Resmi Indonesia Second GadgetmuRp1.975.000Hemat s.d  1% Pakai Bonus5.08 terjualRayyan Dunia Gadgetmu IdnJakarta Utara","https://www.tokopedia.com/rayyandunia/termurah-poco-x5-5g-ram-6-128-gb-resmi-indonesia-second-gadgetmu-1731690754247984922?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","TERMURAH Poco X5 5G Ram 6/128 Gb Resmi Indonesia Second Gadgetmu","Rp1.975.000","5","Terjual 8","Kota Administrasi Jakarta Utara","Rayyan Dunia Gadgetmu Idn"
"1777274982-1265","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Xiaomi Poco F3 8/256 gb Garansi Resmi FullsetRp3.499.000Hemat s.d  1% Pakai Bonus5.080+ terjualToko Sedulur OfficialJakarta Barat","https://www.tokopedia.com/officialts/xiaomi-poco-f3-8-256-gb-garansi-resmi-fullset?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Xiaomi Poco F3 8/256 gb Garansi Resmi Fullset","Rp3.499.000","5","Terjual 80+","Kota Administrasi Jakarta Barat","Toko Sedulur Official"
"1777274988-1266","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Xiaomi poco F4 Ram 8/256 Resmi SecondRp2.599.000Hemat s.d  1% Pakai Bonus5.016 terjualGista Store7Kab. Bekasi","https://www.tokopedia.com/gista-store7/xiaomi-poco-f4-ram-8-256-resmi-second?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Xiaomi poco F4 Ram 8/256 Resmi Second","Rp2.599.000","5","Terjual 16","Kab. Bekasi","Gista Store7"
"1777274994-1267","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","xiaomi poco x7 8/256 jaringan 5G resmi Indonesia garansiRp3.600.000Hemat s.d  1% Pakai Bonus1 terjualTomica78Bandung","https://www.tokopedia.com/tomica78/xiaomi-poco-x7-8-256-jaringan-5g-resmi-indonesia-garansi-1731392227989161558?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","xiaomi poco x7 8/256 jaringan 5G resmi Indonesia garansi","Rp3.600.000","","1 barang berhasil terjual","Kota Bandung","Tomica78"
"1777274999-1268","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","POCO X5 5G 6/128 SIAP PAKAI MURAH LENGKAPRp1.549.000Hemat s.d  1% Pakai BonusSMILE PHONE JOGJA_NEWYogyakarta","https://www.tokopedia.com/jsphone-1/poco-x5-5g-6-128-siap-pakai-murah-lengkap?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","POCO X5 5G 6/128 SIAP PAKAI MURAH LENGKAP","Rp1.549.000","","","Kota Yogyakarta","SMILE PHONE JOGJA_NEW"
"1777275004-1269","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Xiaomi Poco C65 8/256 GB Garansi Resmi Indonesia Second Bekas OriginalRp1.575.0005 terjualGarasi Gadget IDNJakarta Utara","https://www.tokopedia.com/garasigadgetidn/xiaomi-poco-c65-8-256-gb-garansi-resmi-indonesia-second-bekas-original-unit-only-017a8?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Xiaomi Poco C65 8/256 GB Garansi Resmi Indonesia Second Bekas Original - Unit Only","Rp1.575.000","","5 barang berhasil terjual","Kota Administrasi Jakarta Utara","Garasi Gadget IDN"
"1777275009-1270","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Xiaomi Poco M3 Pro 5G 6/128GB Garansi ResmiRp1.400.000Bisa COD4.930+ terjualTokoacoy Official_NEWJakarta Barat","https://www.tokopedia.com/tokoacoy/xiaomi-poco-m3-pro-5g-6-128gb-garansi-resmi-unit-only?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Xiaomi Poco M3 Pro 5G 6/128GB Garansi Resmi - Unit Only","Rp1.400.000","4.9","Terjual 30+","Kota Administrasi Jakarta Barat","Tokoacoy Official_NEW"
"1777275015-1271","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","POCO M6 second 8/256gb berkualitasRp1.680.0005.09 terjualALLSHOP BOSJJMojokerto","https://www.tokopedia.com/allshop-bosjj/poco-m6-second-8-256gb-berkualitas-1730876971073176840?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","POCO M6 second 8/256gb berkualitas","Rp1.680.000","5","Terjual 9","Kota Mojokerto","ALLSHOP BOSJJ"
"1777275020-1272","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","xiaomi pocophone M3 pro 5g ram 6/128Rp1.250.0001 terjualQQ phone ceelSerang","https://www.tokopedia.com/qqphoneceel/xiaomi-pocophone-m3-pro-5g-ram-6-128-1732451919761671767?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","xiaomi pocophone M3 pro 5g ram 6/128","Rp1.250.000","","1 barang berhasil terjual","Kota Serang","QQ phone ceel"
"1777275025-1273","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Poco X7 Pro 12/512 Second Garansi ResmiRp4.500.000Hemat s.d  1% Pakai Bonus5.060+ terjualTrusted GadgetJakarta Timur","https://www.tokopedia.com/trustedofficial-1/poco-x7-pro-12-512-second-garansi-resmi-1731125430112192160?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Poco X7 Pro 12/512 Second Garansi Resmi","Rp4.500.000","5","Terjual 60+","Kota Administrasi Jakarta Timur","Trusted Gadget"
"1777275030-1274","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20poco","Poco F7 12/512 5G Garansi Resmi Xiaomi 12GB 512GBRp5.500.0005.08 terjualAPH 19Jakarta Timur","https://www.tokopedia.com/aph-19/poco-f7-12-512-5g-garansi-resmi-xiaomi-12gb-512gb-1732085091160982843?extParam=ivf%3Dfalse%26keyword%3Dhp+poco%26search_id%3D2026042707195634ED066DF378EF275WCR%26src%3Dsearch","Poco F7 12/512 5G Garansi Resmi Xiaomi 12GB 512GB","Rp5.500.000","5","Terjual 8","Kota Administrasi Jakarta Timur","APH 19"
